chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr2	235317477	235317690	0.88	0.91	0.88	0.78	0.92	0.72	0.74	0.97	0.80	0.97	0.96	0.92	0.97	0.95	0.92	0.93	0.97	0.90	0.84	0.98	0.91	0.65	0.90	0.95	0.91	0.94	0.94	0.92	0.88	0.23	0.93	0.89	0.93	0.93	0.59	0.97	0.95	0.95	0.93
chr2	235320365	235320671	0.92	0.94	0.88	0.81	0.90	0.92	0.79	0.97	0.90	0.97	0.98	0.94	0.96	0.89	0.93	0.94	0.96	0.97	0.92	0.96	0.84	0.68	0.91	0.93	0.93	0.93	0.92	0.87	0.10	0.25	0.91	0.79	0.98	0.97	0.79	0.93	0.92	0.95	0.94
chr2	235515473	235515719	0.94	0.96	0.87	0.87	0.88	0.89	0.89	0.95	0.94	0.87	0.95	0.91	0.97	0.94	0.80	0.94	0.70	0.97	0.96	0.97	0.97	0.69	0.83	0.91	0.93	0.94	0.86	0.89	0.81	0.89	0.70	0.69	0.04	0.90	0.95	0.96	0.93	0.74	0.89
chr2	235528699	235528928	0.95	0.93	0.78	0.89	0.92	0.88	0.88	0.69	0.86	0.82	0.84	0.94	0.71	0.92	0.87	0.83	0.79	0.10	0.22	0.61	0.65	0.68	0.91	0.95	0.94	0.96	0.91	0.90	0.85	0.87	0.90	0.92	0.91	0.97	0.90	0.86	0.95	0.94	0.94
chr2	235617967	235618158	0.86	0.85	0.57	0.04	0.76	0.95	0.72	0.94	0.66	0.55	0.93	0.98	0.97	0.97	0.97	0.98	0.98	0.97	0.96	0.98	0.98	0.70	0.91	0.95	0.96	0.95	0.90	0.93	0.95	0.98	0.95	0.94	0.96	0.98	0.97	0.97	0.95	0.97	0.98
chr2	235689160	235689501	0.93	0.92	0.77	0.89	0.90	0.90	0.87	0.96	0.81	0.14	0.86	0.96	0.96	0.96	0.94	0.96	0.96	0.93	0.85	0.95	0.94	0.75	0.91	0.97	0.94	0.95	0.92	0.94	0.96	0.94	0.98	0.95	0.94	0.95	0.95	0.93	0.95	0.87	0.94
chr2	235807575	235807767	0.86	0.85	0.72	0.82	0.87	0.82	0.76	0.90	0.74	0.03	0.75	0.92	0.86	0.91	0.81	0.91	0.86	0.88	0.81	0.92	0.91	0.70	0.83	0.88	0.88	0.87	0.85	0.85	0.87	0.74	0.90	0.93	0.96	0.94	0.82	0.86	0.90	0.96	0.96
chr2	235923565	235923756	0.93	0.96	0.90	0.90	0.93	0.82	0.90	0.98	0.94	0.09	0.90	0.96	0.98	0.96	0.98	0.98	0.97	0.97	0.95	0.97	0.97	0.74	0.92	0.95	0.95	0.95	0.91	0.93	0.95	0.98	0.94	0.96	0.97	0.97	0.97	0.95	0.97	0.97	0.97
chr2	235975321	235975793	0.91	0.94	0.84	0.87	0.92	0.92	0.87	0.92	0.92	0.90	0.91	0.96	0.91	0.94	0.90	0.95	0.95	0.19	0.93	0.71	0.87	0.62	0.86	0.93	0.92	0.94	0.85	0.89	0.94	0.94	0.96	0.98	0.97	0.96	0.96	0.90	0.94	0.95	0.96
chr2	235988408	235988894	0.93	0.88	0.85	0.92	0.92	0.92	0.90	0.97	0.93	0.95	0.96	0.98	0.97	0.97	0.97	0.96	0.97	0.90	0.04	0.95	0.94	0.69	0.86	0.93	0.94	0.94	0.89	0.95	0.95	0.92	0.98	0.97	0.98	0.98	0.95	0.96	0.97	0.97	0.97
chr2	236040719	236040873	0.90	0.94	0.90	0.92	0.90	0.93	0.88	0.95	0.93	0.97	0.94	0.97	0.98	0.97	0.94	0.96	0.96	0.69	0.95	0.96	0.95	0.81	0.93	0.98	0.96	0.96	0.94	0.02	0.16	0.91	0.86	0.83	0.75	0.87	0.96	0.93	0.97	0.96	0.97
chr2	236102512	236102676	0.82	0.83	0.78	0.88	0.96	0.88	0.88	0.96	0.90	0.06	0.89	0.97	0.99	0.95	0.95	0.95	0.96	0.96	0.94	0.96	0.94	0.65	0.81	0.88	0.86	0.81	0.84	0.93	0.93	0.94	0.95	0.93	0.96	0.93	0.95	0.96	0.96	0.94	0.95
chr2	236117190	236117480	0.93	0.94	0.87	0.90	0.92	0.91	0.86	0.96	0.87	0.94	0.96	0.97	0.97	0.95	0.98	0.97	0.98	0.97	0.96	0.97	0.88	0.68	0.88	0.92	0.93	0.92	0.89	0.80	0.82	0.24	0.94	0.93	0.73	0.50	0.91	0.97	0.81	0.95	0.97
chr2	236197244	236197651	0.81	0.90	0.79	0.71	0.64	0.88	0.73	0.87	0.07	0.93	0.96	0.84	0.92	0.80	0.87	0.85	0.87	0.95	0.95	0.91	0.84	0.54	0.87	0.90	0.92	0.93	0.87	0.89	0.88	0.92	0.90	0.88	0.95	0.94	0.92	0.92	0.89	0.86	0.81
chr2	236242065	236242231	0.60	0.83	0.67	0.66	0.10	0.61	0.53	0.88	0.19	0.93	0.95	0.79	0.95	0.68	0.87	0.86	0.81	0.93	0.91	0.89	0.89	0.52	0.80	0.86	0.88	0.87	0.80	0.88	0.87	0.93	0.93	0.84	0.92	0.94	0.89	0.90	0.86	0.81	0.81
chr2	236324804	236325194	0.94	0.91	0.85	0.66	0.81	0.91	0.71	0.95	0.59	0.88	0.95	0.90	0.97	0.78	0.93	0.90	0.90	0.95	0.95	0.01	0.05	0.58	0.87	0.88	0.93	0.91	0.91	0.82	0.83	0.89	0.92	0.92	0.87	0.91	0.75	0.97	0.88	0.83	0.84
chr2	236743143	236743388	0.57	0.75	0.57	0.55	0.74	0.59	0.22	0.75	0.76	0.97	0.94	0.89	0.93	0.88	0.82	0.84	0.89	0.92	0.95	0.96	0.89	0.55	0.71	0.74	0.84	0.75	0.70	0.91	0.95	0.97	0.94	0.92	0.91	0.84	0.85	0.96	0.82	0.82	0.93
chr2	236768193	236768498	0.85	0.90	0.88	0.93	0.92	0.94	0.86	0.96	0.77	0.98	0.97	0.97	0.96	0.94	0.91	0.93	0.96	0.96	0.97	0.97	0.96	0.57	0.83	0.91	0.84	0.95	0.84	0.94	0.97	0.98	0.97	0.98	0.87	0.15	0.94	0.96	0.94	0.90	0.95
chr2	237013640	237013806	0.94	0.93	0.88	0.77	0.93	0.92	0.85	0.84	0.82	0.94	0.96	0.94	0.96	0.93	0.91	0.92	0.92	0.96	0.96	0.96	0.91	0.63	0.89	0.94	0.95	0.97	0.91	0.91	0.94	0.96	0.96	0.96	0.98	0.97	0.96	0.97	0.08	0.94	0.93
chr2	237610593	237611007	0.94	0.94	0.89	0.93	0.96	0.94	0.86	0.92	0.91	0.96	0.96	0.97	0.94	0.93	0.98	0.95	0.97	0.89	0.95	0.03	0.10	0.66	0.94	0.95	0.92	0.89	0.95	0.95	0.94	0.90	0.95	0.94	0.93	0.96	0.67	0.94	0.94	0.96	0.95
chr2	237763647	237763901	0.96	0.95	0.95	0.93	0.97	0.94	0.90	0.10	0.96	0.98	0.97	0.97	0.97	0.94	0.94	0.93	0.93	0.96	0.94	0.96	0.97	0.75	0.96	0.96	0.97	0.97	0.94	0.96	0.92	0.95	0.97	0.97	0.96	0.98	0.94	0.98	0.96	0.96	0.96
chr2	237899656	237899844	0.92	0.96	0.90	0.93	0.90	0.50	0.92	0.13	0.75	0.97	0.87	0.98	0.96	0.89	0.95	0.96	0.97	0.95	0.92	0.90	0.93	0.82	0.96	0.88	0.96	0.97	0.96	0.89	0.89	0.93	0.96	0.92	0.95	0.89	0.88	0.95	0.96	0.88	0.96
chr2	237901186	237901782	0.92	0.94	0.84	0.88	0.93	0.88	0.88	0.83	0.76	0.95	0.94	0.96	0.97	0.95	0.95	0.94	0.93	0.94	0.96	0.91	0.92	0.68	0.74	0.12	0.93	0.97	0.86	0.84	0.93	0.95	0.95	0.92	0.94	0.96	0.93	0.96	0.96	0.86	0.91
chr2	238033988	238034385	0.95	0.97	0.94	0.96	0.96	0.93	0.93	0.92	0.95	0.96	0.78	0.94	0.97	0.97	0.99	0.97	0.99	0.97	0.82	0.97	0.95	0.90	0.97	0.98	0.98	0.97	0.97	0.05	0.20	0.92	0.95	0.95	0.91	0.76	0.97	0.95	0.96	0.96	0.97
chr2	238140690	238140897	0.91	0.94	0.89	0.89	0.93	0.79	0.88	0.85	0.94	0.96	0.95	0.97	0.97	0.94	0.93	0.94	0.90	0.97	0.95	0.97	0.96	0.83	0.91	0.96	0.96	0.97	0.93	0.86	0.65	0.87	0.87	0.73	0.67	0.10	0.93	0.95	0.96	0.90	0.93
chr2	238161630	238161880	0.91	0.93	0.91	0.91	0.93	0.90	0.91	0.95	0.90	0.94	0.96	0.96	0.96	0.94	0.92	0.97	0.94	0.90	0.95	0.04	0.73	0.88	0.89	0.97	0.95	0.96	0.92	0.90	0.87	0.88	0.95	0.92	0.95	0.95	0.93	0.94	0.94	0.94	0.91
chr2	238165545	238166068	0.90	0.93	0.90	0.89	0.90	0.91	0.90	0.95	0.87	0.94	0.93	0.95	0.94	0.92	0.90	0.93	0.90	0.89	0.12	0.96	0.94	0.86	0.92	0.94	0.95	0.94	0.90	0.92	0.91	0.91	0.94	0.91	0.96	0.97	0.91	0.92	0.90	0.91	0.90
chr2	238173925	238174670	0.93	0.94	0.92	0.93	0.93	0.92	0.91	0.90	0.92	0.93	0.79	0.97	0.96	0.94	0.92	0.91	0.95	0.92	0.16	0.96	0.94	0.92	0.96	0.95	0.98	0.98	0.96	0.93	0.93	0.95	0.95	0.92	0.96	0.95	0.91	0.94	0.95	0.95	0.94
chr2	238185240	238185665	0.93	0.95	0.93	0.91	0.95	0.92	0.92	0.96	0.90	0.94	0.93	0.96	0.97	0.92	0.92	0.93	0.94	0.96	0.96	0.96	0.83	0.87	0.68	0.07	0.96	0.97	0.94	0.95	0.92	0.93	0.95	0.96	0.97	0.96	0.96	0.94	0.93	0.96	0.95
chr2	238344135	238344557	0.92	0.91	0.89	0.82	0.93	0.92	0.85	0.82	0.92	0.91	0.93	0.96	0.86	0.92	0.89	0.90	0.92	0.94	0.87	0.68	0.87	0.68	0.94	0.95	0.96	0.96	0.97	0.90	0.92	0.90	0.94	0.94	0.88	0.61	0.88	0.79	0.04	0.95	0.96
chr2	238382553	238382909	0.87	0.92	0.85	0.87	0.89	0.73	0.82	0.93	0.68	0.95	0.95	0.96	0.98	0.93	0.96	0.98	0.97	0.96	0.87	0.97	0.95	0.55	0.82	0.78	0.13	0.01	0.80	0.80	0.87	0.95	0.97	0.93	0.82	0.95	0.94	0.94	0.95	0.93	0.95
chr2	238406185	238406591	0.93	0.95	0.87	0.91	0.88	0.92	0.86	0.95	0.86	0.95	0.96	0.97	0.97	0.94	0.72	0.89	0.93	0.95	0.95	0.97	0.95	0.86	0.85	0.22	0.93	0.95	0.94	0.93	0.94	0.95	0.96	0.96	0.98	0.96	0.97	0.94	0.96	0.94	0.96
chr2	239048102	239048522	0.97	0.96	0.94	0.93	0.96	0.94	0.93	0.97	0.94	0.97	0.96	0.98	0.97	0.96	0.96	0.98	0.98	0.94	0.96	0.97	0.96	0.80	0.95	0.97	0.97	0.97	0.95	0.95	0.81	0.17	0.91	0.96	0.98	0.98	0.92	0.97	0.94	0.97	0.96
chr2	239049247	239049416	0.89	0.92	0.85	0.91	0.87	0.88	0.86	0.98	0.84	0.90	0.96	0.96	0.92	0.95	0.95	0.95	0.95	0.96	0.94	0.85	0.93	0.72	0.95	0.98	0.96	0.94	0.94	0.97	0.75	0.25	0.89	0.94	0.97	0.97	0.77	0.97	0.77	0.96	0.96
chr2	239376655	239376901	0.87	0.94	0.92	0.87	0.86	0.90	0.84	0.91	0.81	0.87	0.93	0.96	0.94	0.90	0.88	0.92	0.92	0.93	0.08	0.93	0.94	0.75	0.94	0.95	0.95	0.92	0.94	0.86	0.87	0.83	0.93	0.92	0.95	0.95	0.80	0.95	0.92	0.94	0.94
chr2	239383488	239383706	0.96	0.96	0.94	0.93	0.95	0.79	0.93	0.98	0.95	0.95	0.96	0.97	0.97	0.97	0.95	0.98	0.97	0.85	0.94	0.94	0.93	0.87	0.92	0.96	0.89	0.29	0.96	0.96	0.96	0.96	0.98	0.95	0.98	0.96	0.95	0.92	0.96	0.97	0.97
chr2	239801382	239801603	0.94	0.94	0.91	0.78	0.84	0.92	0.78	0.95	0.82	0.96	0.92	0.86	0.93	0.81	0.92	0.93	0.89	0.32	0.95	0.94	0.92	0.73	0.92	0.95	0.96	0.95	0.93	0.93	0.93	0.96	0.95	0.91	0.92	0.95	0.94	0.98	0.91	0.93	0.95
chr2	240000604	240000882	0.94	0.93	0.89	0.92	0.93	0.91	0.88	0.92	0.80	0.93	0.87	0.96	0.96	0.92	0.82	0.90	0.92	0.95	0.96	0.95	0.94	0.84	0.96	0.97	0.97	0.95	0.96	0.91	0.89	0.90	0.87	0.90	0.94	0.94	0.94	0.94	0.93	0.10	0.84
chr2	240340306	240340573	0.88	0.88	0.79	0.83	0.93	0.92	0.79	0.98	0.57	0.06	0.91	0.94	0.95	0.95	0.90	0.93	0.88	0.96	0.97	0.95	0.92	0.76	0.87	0.91	0.94	0.94	0.88	0.88	0.90	0.88	0.95	0.90	0.90	0.90	0.92	0.90	0.88	0.84	0.86
chr2	240346948	240347392	0.84	0.90	0.91	0.84	0.89	0.93	0.79	0.97	0.77	0.94	0.88	0.92	0.95	0.89	0.91	0.93	0.89	0.90	0.10	0.91	0.92	0.74	0.90	0.92	0.94	0.93	0.90	0.91	0.93	0.92	0.97	0.93	0.93	0.97	0.80	0.90	0.91	0.92	0.93
chr2	240646724	240646911	0.66	0.80	0.75	0.74	0.26	0.80	0.47	0.91	0.73	0.78	0.92	0.83	0.87	0.72	0.87	0.86	0.82	0.81	0.91	0.78	0.82	0.73	0.93	0.94	0.95	0.95	0.92	0.89	0.89	0.88	0.91	0.86	0.92	0.92	0.85	0.91	0.89	0.94	0.94
chr2	240691470	240691693	0.90	0.92	0.89	0.82	0.95	0.94	0.82	0.97	0.79	0.94	0.87	0.96	0.86	0.00	0.93	0.95	0.89	0.81	0.87	0.77	0.71	0.71	0.94	0.96	0.96	0.95	0.94	0.90	0.86	0.89	0.96	0.92	0.94	0.98	0.94	0.96	0.90	0.82	0.79
chr2	240692159	240692416	0.76	0.79	0.83	0.71	0.71	0.87	0.72	0.93	0.78	0.85	0.84	0.93	0.88	0.03	0.90	0.89	0.86	0.86	0.93	0.93	0.87	0.72	0.87	0.92	0.93	0.92	0.84	0.89	0.82	0.86	0.91	0.88	0.90	0.98	0.84	0.88	0.84	0.94	0.90
chr2	240693401	240693736	0.87	0.88	0.85	0.80	0.85	0.88	0.77	0.94	0.77	0.89	0.95	0.88	0.86	0.06	0.84	0.83	0.77	0.94	0.92	0.91	0.89	0.72	0.92	0.96	0.95	0.95	0.93	0.92	0.86	0.89	0.92	0.91	0.88	0.91	0.88	0.93	0.92	0.90	0.89
chr2	240818077	240818327	0.77	0.83	0.81	0.75	0.80	0.77	0.71	0.93	0.68	0.55	0.13	0.85	0.82	0.58	0.75	0.47	0.73	0.88	0.92	0.90	0.88	0.68	0.88	0.92	0.93	0.94	0.91	0.88	0.76	0.88	0.91	0.85	0.93	0.93	0.81	0.88	0.80	0.71	0.69
chr2	240869335	240869951	0.91	0.92	0.88	0.81	0.87	0.92	0.77	0.93	0.86	0.94	0.96	0.07	0.90	0.87	0.94	0.93	0.93	0.88	0.94	0.92	0.93	0.72	0.87	0.92	0.94	0.94	0.88	0.86	0.92	0.92	0.96	0.93	0.94	0.97	0.92	0.88	0.92	0.95	0.94
chr2	240983361	240983726	0.32	0.12	0.20	0.09	0.69	0.32	0.31	0.03	0.25	0.05	0.17	0.05	0.01	0.01	0.08	0.14	0.05	0.04	0.04	0.01	0.05	0.01	0.05	0.03	0.02	0.02	0.02	0.03	0.01	0.01	0.03	0.05	0.01	0.03	0.01	0.02	0.01	0.01	0.01
chr2	241200277	241200467	0.93	0.94	0.91	0.89	0.93	0.89	0.90	0.98	0.87	0.95	0.90	0.97	0.95	0.95	0.93	0.96	0.95	0.96	0.94	0.03	0.74	0.78	0.95	0.96	0.93	0.71	0.96	0.84	0.91	0.95	0.96	0.96	0.87	0.75	0.94	0.93	0.96	0.97	0.97
chr2	241249223	241249482	0.81	0.91	0.88	0.83	0.88	0.40	0.82	0.89	0.63	0.90	0.81	0.94	0.91	0.79	0.90	0.88	0.92	0.93	0.91	0.92	0.91	0.87	0.95	0.97	0.97	0.96	0.95	0.86	0.85	0.88	0.86	0.92	0.71	0.15	0.80	0.93	0.85	0.92	0.90
chr2	241320511	241320746	0.89	0.90	0.89	0.88	0.90	0.91	0.83	0.91	0.43	0.92	0.90	0.94	0.83	0.04	0.85	0.88	0.93	0.91	0.93	0.95	0.92	0.89	0.96	0.95	0.97	0.96	0.94	0.95	0.93	0.95	0.96	0.94	0.97	0.93	0.93	0.71	0.88	0.94	0.93
chr2	241392710	241393272	0.95	0.95	0.80	0.95	0.96	0.91	0.93	0.97	0.95	0.95	0.96	0.97	0.95	0.88	0.94	0.94	0.96	0.97	0.93	0.97	0.94	0.82	0.94	0.94	0.93	0.90	0.23	0.89	0.94	0.96	0.97	0.96	0.97	0.96	0.96	0.95	0.91	0.89	0.79
chr2	241414607	241415011	0.94	0.94	0.92	0.92	0.94	0.96	0.91	0.89	0.92	0.91	0.96	0.97	0.97	0.96	0.95	0.96	0.96	0.95	0.97	0.04	0.73	0.85	0.95	0.97	0.97	0.96	0.97	0.94	0.93	0.93	0.96	0.96	0.98	0.94	0.95	0.94	0.95	0.95	0.96
chr2	241445809	241446490	0.92	0.94	0.90	0.91	0.88	0.92	0.90	0.97	0.90	0.95	0.96	0.97	0.95	0.92	0.92	0.92	0.94	0.92	0.94	0.96	0.96	0.84	0.95	0.98	0.97	0.96	0.97	0.94	0.95	0.96	0.96	0.96	0.97	0.98	0.96	0.24	0.91	0.94	0.94
chr2	241625792	241626181	0.92	0.92	0.92	0.89	0.88	0.93	0.89	0.46	0.93	0.95	0.93	0.96	0.13	0.89	0.89	0.89	0.92	0.91	0.95	0.84	0.92	0.80	0.95	0.96	0.97	0.98	0.96	0.86	0.91	0.95	0.96	0.96	0.96	0.96	0.96	0.89	0.92	0.95	0.92
chr2	241656294	241656749	0.92	0.95	0.96	0.93	0.92	0.93	0.90	0.19	0.88	0.96	0.93	0.94	0.96	0.95	0.91	0.93	0.96	0.93	0.95	0.97	0.95	0.89	0.96	0.97	0.97	0.97	0.97	0.93	0.94	0.96	0.96	0.97	0.96	0.85	0.95	0.95	0.94	0.95	0.96
chr2	241724999	241725158	0.83	0.95	0.92	0.93	0.94	0.79	0.93	0.96	0.92	0.95	0.95	0.93	0.96	0.95	0.96	0.95	0.96	0.98	0.96	0.97	0.95	0.80	0.95	0.96	0.31	0.12	0.94	0.93	0.89	0.92	0.94	0.95	0.96	0.94	0.94	0.98	0.95	0.97	0.98
chr2	241795796	241795994	0.95	0.95	0.89	0.87	0.92	0.95	0.82	0.97	0.88	0.97	0.97	0.98	0.95	0.85	0.90	0.95	0.96	0.96	0.95	0.99	0.95	0.73	0.94	0.97	0.96	0.97	0.95	0.93	0.95	0.95	0.98	0.93	0.97	0.98	0.92	0.96	0.93	0.04	0.91
chr2	241905229	241905643	0.92	0.92	0.93	0.84	0.94	0.92	0.82	0.96	0.87	0.96	0.97	0.96	0.94	0.06	0.95	0.96	0.96	0.90	0.93	0.93	0.95	0.72	0.90	0.94	0.94	0.95	0.93	0.91	0.92	0.91	0.96	0.93	0.95	0.94	0.90	0.95	0.90	0.92	0.90
chr2	241906068	241906382	0.83	0.84	0.88	0.73	0.85	0.84	0.75	0.96	0.75	0.89	0.95	0.92	0.92	0.05	0.92	0.94	0.91	0.93	0.91	0.95	0.93	0.65	0.91	0.93	0.95	0.96	0.93	0.88	0.87	0.84	0.92	0.91	0.96	0.93	0.74	0.84	0.79	0.93	0.80
chr3	663476	664187	0.91	0.89	0.87	0.57	0.83	0.89	0.70	0.93	0.63	0.92	0.94	0.75	0.95	0.84	0.92	0.94	0.88	0.95	0.94	0.87	0.88	0.57	0.88	0.91	0.92	0.92	0.86	0.88	0.85	0.19	0.90	0.92	0.91	0.95	0.82	0.94	0.83	0.89	0.85
chr3	2358264	2358527	0.86	0.83	0.77	0.68	0.83	0.81	0.61	0.71	0.57	0.95	0.88	0.71	0.97	0.63	0.28	0.46	0.01	0.92	0.92	0.96	0.84	0.51	0.79	0.89	0.89	0.89	0.78	0.87	0.70	0.89	0.90	0.76	0.61	0.92	0.90	0.92	0.83	0.93	0.90
chr3	2513187	2513720	0.76	0.81	0.68	0.64	0.74	0.76	0.64	0.97	0.69	0.90	0.79	0.53	0.94	0.52	0.85	0.01	0.01	0.93	0.87	0.96	0.79	0.48	0.83	0.88	0.91	0.88	0.89	0.89	0.74	0.81	0.80	0.74	0.89	0.96	0.77	0.81	0.71	0.94	0.90
chr3	4380953	4381482	0.91	0.87	0.85	0.77	0.87	0.75	0.76	0.93	0.78	0.92	0.94	0.94	0.91	0.84	0.10	0.59	0.18	0.93	0.89	0.92	0.92	0.72	0.90	0.93	0.95	0.96	0.95	0.90	0.86	0.81	0.91	0.91	0.94	0.94	0.82	0.92	0.90	0.92	0.90
chr3	5228340	5228573	0.76	0.86	0.83	0.73	0.78	0.83	0.80	0.90	0.71	0.90	0.93	0.82	0.78	0.64	0.87	0.82	0.83	0.90	0.80	0.04	0.56	0.59	0.92	0.94	0.94	0.94	0.83	0.88	0.86	0.88	0.92	0.90	0.86	0.84	0.72	0.90	0.91	0.93	0.92
chr3	8357860	8358318	0.86	0.78	0.78	0.20	0.81	0.82	0.39	0.93	0.80	0.97	0.80	0.93	0.97	0.71	0.93	0.94	0.96	0.90	0.90	0.94	0.92	0.65	0.93	0.96	0.94	0.94	0.92	0.82	0.82	0.92	0.93	0.85	0.93	0.91	0.90	0.84	0.91	0.90	0.81
chr3	8646159	8646544	0.89	0.93	0.85	0.84	0.86	0.92	0.76	0.96	0.87	0.96	0.96	0.94	0.97	0.86	0.79	0.81	0.28	0.95	0.95	0.97	0.97	0.66	0.88	0.95	0.89	0.84	0.93	0.93	0.86	0.94	0.94	0.89	0.97	0.98	0.91	0.97	0.95	0.93	0.94
chr3	8864935	8865182	0.87	0.84	0.82	0.82	0.79	0.47	0.83	0.88	0.70	0.94	0.90	0.90	0.83	0.81	0.77	0.88	0.81	0.13	0.83	0.85	0.68	0.80	0.92	0.93	0.88	0.93	0.93	0.96	0.86	0.68	0.84	0.85	0.97	0.97	0.88	0.77	0.78	0.94	0.92
chr3	9110166	9110644	0.91	0.89	0.86	0.86	0.86	0.89	0.83	0.94	0.16	0.85	0.72	0.96	0.97	0.90	0.94	0.97	0.96	0.90	0.92	0.94	0.94	0.67	0.92	0.94	0.88	0.91	0.93	0.94	0.95	0.94	0.96	0.95	0.95	0.95	0.95	0.92	0.95	0.96	0.95
chr3	9136285	9136566	0.01	0.02	0.11	0.04	0.05	0.07	0.04	0.00	0.05	0.02	0.06	0.11	0.01	0.02	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.13	0.03	0.02	0.01	0.12	0.22	0.18	0.07	0.57	0.73	0.11	0.06	0.04	0.04	0.02	0.23	0.17
chr3	9856530	9856789	0.88	0.90	0.90	0.85	0.86	0.87	0.83	0.91	0.81	0.94	0.95	0.92	0.95	0.80	0.87	0.90	0.90	0.91	0.93	0.95	0.96	0.64	0.80	0.23	0.92	0.88	0.93	0.92	0.92	0.95	0.96	0.95	0.93	0.85	0.95	0.96	0.95	0.95	0.96
chr3	9861935	9862256	0.75	0.92	0.84	0.87	0.87	0.88	0.79	0.93	0.84	0.95	0.97	0.92	0.93	0.78	0.95	0.90	0.94	0.95	0.91	0.96	0.96	0.54	0.76	0.18	0.83	0.84	0.83	0.91	0.87	0.87	0.96	0.87	0.94	0.97	0.82	0.95	0.88	0.83	0.83
chr3	10018569	10018978	0.93	0.95	0.91	0.94	0.94	0.93	0.91	0.96	0.80	0.95	0.95	0.97	0.94	0.90	0.55	0.04	0.20	0.95	0.81	0.97	0.94	0.90	0.95	0.93	0.97	0.96	0.97	0.93	0.94	0.94	0.96	0.96	0.97	0.95	0.95	0.93	0.94	0.96	0.92
chr3	10019400	10019779	0.65	0.91	0.87	0.82	0.89	0.82	0.83	0.87	0.87	0.88	0.86	0.96	0.86	0.86	0.91	0.97	0.96	0.89	0.02	0.89	0.88	0.78	0.94	0.96	0.95	0.91	0.93	0.86	0.83	0.87	0.85	0.90	0.93	0.81	0.74	0.93	0.88	0.92	0.89
chr3	10136527	10136779	0.93	0.94	0.91	0.92	0.90	0.92	0.91	0.95	0.89	0.94	0.93	0.96	0.95	0.91	0.91	0.94	0.94	0.96	0.94	0.91	0.92	0.12	0.94	0.96	0.96	0.95	0.95	0.92	0.93	0.94	0.95	0.87	0.95	0.91	0.95	0.90	0.94	0.92	0.93
chr3	10499372	10499586	0.86	0.89	0.79	0.75	0.66	0.92	0.75	0.96	0.81	0.81	0.20	0.95	0.95	0.91	0.94	0.90	0.88	0.90	0.89	0.81	0.72	0.71	0.91	0.95	0.96	0.97	0.90	0.80	0.74	0.81	0.87	0.84	0.90	0.93	0.89	0.95	0.90	0.73	0.83
chr3	11271122	11271290	0.79	0.89	0.84	0.75	0.79	0.78	0.78	0.90	0.75	0.87	0.92	0.90	0.90	0.76	0.91	0.89	0.90	0.91	0.86	0.85	0.91	0.72	0.92	0.91	0.80	0.06	0.94	0.86	0.89	0.87	0.89	0.87	0.88	0.90	0.90	0.88	0.91	0.87	0.86
chr3	11273783	11273986	0.87	0.93	0.90	0.92	0.89	0.80	0.93	0.93	0.91	0.91	0.89	0.96	0.95	0.91	0.95	0.95	0.94	0.95	0.93	0.97	0.90	0.82	0.95	0.97	0.20	0.00	0.95	0.95	0.91	0.94	0.96	0.89	0.97	0.95	0.94	0.91	0.94	0.91	0.94
chr3	11304216	11304505	0.90	0.96	0.92	0.95	0.95	0.80	0.93	0.94	0.96	0.95	0.96	0.97	0.97	0.97	0.92	0.92	0.93	0.98	0.95	0.96	0.95	0.84	0.95	0.95	0.30	0.05	0.96	0.95	0.96	0.95	0.97	0.95	0.97	0.97	0.97	0.95	0.97	0.97	0.98
chr3	11539541	11539741	0.95	0.95	0.94	0.91	0.93	0.93	0.93	0.98	0.91	0.95	0.91	0.97	0.97	0.93	0.90	0.92	0.90	0.93	0.94	0.95	0.94	0.78	0.96	0.96	0.86	0.87	0.95	0.93	0.92	0.92	0.75	0.27	0.91	0.97	0.89	0.95	0.88	0.97	0.95
chr3	11749704	11750022	0.60	0.88	0.87	0.79	0.20	0.81	0.73	0.93	0.69	0.93	0.94	0.90	0.94	0.86	0.88	0.89	0.88	0.86	0.91	0.93	0.84	0.68	0.89	0.92	0.95	0.97	0.90	0.92	0.89	0.89	0.92	0.89	0.95	0.92	0.90	0.96	0.89	0.95	0.93
chr3	12005630	12005950	0.77	0.81	0.71	0.52	0.65	0.86	0.55	0.74	0.65	0.95	0.18	0.75	0.75	0.91	0.86	0.88	0.93	0.92	0.76	0.88	0.92	0.57	0.88	0.89	0.92	0.90	0.87	0.84	0.87	0.91	0.86	0.71	0.95	0.95	0.82	0.88	0.82	0.87	0.75
