chromosome	start	end	Monocytes_EPIC	B-cells_EPIC	CD4T-cells_EPIC	NK-cells_EPIC	CD8T-cells_EPIC	Neutrophils_EPIC	Erythrocyte_progenitors	Adipocytes	Cortical_neurons	Hepatocytes	Lung_cells	Pancreatic_beta_cells	Pancreatic_acinar_cells	Pancreatic_duct_cells	Vascular_endothelial_cells	Colon_epithelial_cells	Left_atrium	Bladder	Breast	Head_and_neck_larynx	Kidney	Prostate	Thyroid	Upper_GI	Uterus_cervix
chr4	182895011	182895012	0.9014	0.9009	0.9038	0.8994	0.9134	0.8861	0.9318	0.9161	0.9069	0.9131	0.9077	0.88655	0.8937	0.9172	0.8904	0.9027	0.9316	0.9117	0.9255	0.8851	0.7287	0.9195	0.3043	0.9155	0.9195
chr4	183797452	183797453	0.0275	0.171	0.0607	0.025	0.0682	0.0186	0.0032	0.0091	0.0246	0.0265	0.0099	0.013575	0.0413	0.0179	0.0253	0.013	0.0109	0.0349	0.0371	0.0298	0.0155	0.0331	0.0249	0.0671	0.019
chr4	184001493	184001494	0.9468	0.918	0.9127	0.916	0.9252	0.935	0.9626	0.9503	0.6511	0.9189	0.9363	0.346275	0.9304	0.9355	0.8984	0.9246	0.9473	0.9396	0.952	0.9051	0.8947	0.9607	0.9562	0.9617	0.9527
chr4	184396284	184396285	0.9342	0.1434	0.933	0.9288	0.9347	0.9347	0.9238	0.9211	0.8184	0.9194	0.9043	0.9049	0.9068	0.9294	0.9111	0.8904	0.927	0.8392	0.924	0.9164	0.7988	0.9175	0.8644	0.8659	0.9168
chr4	184424553	184424554	0.4313	0.9226	0.9246	0.8947	0.9343	0.7581	0.8766	0.9665	0.8936	0.9388	0.916	0.948625	0.9353	0.9139	0.8904	0.9373	0.9409	0.9128	0.9531	0.4791	0.9559	0.8949	0.9582	0.935	0.9518
chr4	184559684	184559685	0.9439	0.9451	0.9065	0.9358	0.9258	0.9334	0.8473	0.9109	0.8833	0.8512	0.9189	0.906625	0.8545	0.8439	0.8729	0.9055	0.7044	0.9198	0.929	0.9541	0.9356	0.9478	0.9334	0.9288	0.9186
chr4	184559717	184559718	0.9433	0.9413	0.8612	0.9192	0.8762	0.9346	0.9492	0.9334	0.9296	0.922	0.9106	0.87045	0.8782	0.928	0.9041	0.9388	0.5544	0.8906	0.9217	0.9163	0.8895	0.9159	0.9014	0.9026	0.8663
chr4	184803415	184803416	0.9612	0.9565	0.9564	0.9636	0.9613	0.9585	0.9708	0.7356	0.9662	0.0456	0.9566	0.962575	0.9433	0.955	0.9015	0.9466	0.9653	0.9398	0.8922	0.967	0.76	0.9496	0.9672	0.952	0.9651
chr4	185020111	185020112	0.0198	0.1325	0.0526	0.0223	0.0664	0.0185	0.0273	0.0157	0.0181	0.0198	0.0109	0.0327	0.0169	0.0178	0.018	0.0426	0.0196	0.0334	0.0405	0.0406	0.2806	0.0289	0.0362	0.0584	0.0318
chr4	185020447	185020448	0.0254	0.1081	0.059	0.0332	0.0875	0.0223	0.0106	0.018	0.0322	0.0353	0.0259	0.023375	0.0302	0.0373	0.0332	0.1144	0.0244	0.026	0.0268	0.0137	0.2427	0.0106	0.0206	0.044	0.0151
chr4	185395520	185395521	0.0662	0.0716	0.0654	0.0646	0.0669	0.0625	0.078	0.0593	0.1532	0.2202	0.313	0.066	0.0596	0.0461	0.2716	0.0611	0.2476	0.079	0.0772	0.1719	0.2567	0.073	0.6901	0.1115	0.2698
chr4	186012739	186012740	0.9272	0.9302	0.9204	0.9268	0.927	0.93	0.9701	0.9367	0.9418	0.9205	0.9508	0.9408	0.9424	0.9572	0.941	0.952	0.6777	0.942	0.9498	0.9317	0.9534	0.9516	0.9322	0.9336	0.9492
chr4	186024185	186024186	0.9795	0.98	0.9777	0.9787	0.9787	0.9757	0.9838	0.9872	0.9749	0.7436	0.9788	0.978725	0.9698	0.9716	0.9709	0.9787	0.9871	0.9842	0.9238	0.9356	0.9863	0.9215	0.3026	0.9836	0.9816
chr4	186167015	186167016	0.9685	0.9642	0.9652	0.9661	0.9616	0.9688	0.9157	0.9746	0.9629	0.0153	0.9634	0.974325	0.971	0.956	0.9358	0.955	0.9748	0.9717	0.9735	0.9728	0.8695	0.9738	0.9709	0.9749	0.971
chr4	186167037	186167038	0.9549	0.956	0.9532	0.9569	0.9544	0.9595	0.8818	0.9424	0.9531	0.0318	0.9264	0.941725	0.9155	0.9092	0.9139	0.9235	0.9328	0.9506	0.9355	0.9418	0.7996	0.9453	0.9356	0.944	0.9425
chr4	186555415	186555416	0.0185	0.2257	0.0709	0.0308	0.1615	0.01	0.0073	0.0024	0.0069	0.0082	0.0169	0.0036	0.0105	0.0068	0.0382	0.013	0.0066	0.031	0.0293	0.0338	0.0124	0.0171	0.0289	0.0569	0.0138
chr4	186555419	186555420	0.0201	0.24	0.0847	0.0478	0.1847	0.0113	0.0132	0.0054	0.0071	0.0083	0.0163	0.00645	0.0059	0.0012	0.0356	0.0079	0.0144	0.045	0.0327	0.0448	0.0151	0.0246	0.0339	0.0773	0.0215
chr4	186596640	186596641	0.9417	0.9452	0.9389	0.9345	0.9506	0.9262	0.9655	0.9573	0.9391	0.9184	0.9427	0.936025	0.91	0.9317	0.9126	0.9406	0.7462	0.9669	0.9695	0.9569	0.9785	0.9697	0.9642	0.9592	0.9571
chr4	186619455	186619456	0.9665	0.9645	0.9623	0.9627	0.9652	0.9616	0.9156	0.9469	0.9411	0.9371	0.962	0.92775	0.9475	0.9439	0.9458	0.9596	0.7456	0.9499	0.9333	0.5754	0.9461	0.9436	0.943	0.9501	0.9396
chr4	186708174	186708175	0.9433	0.9448	0.9504	0.9385	0.9374	0.9346	0.9027	0.9608	0.935	0.9446	0.8939	0.93405	0.9376	0.9287	0.8865	0.0473	0.9384	0.9331	0.8979	0.9265	0.9439	0.9387	0.9372	0.9501	0.9296
chr4	186708182	186708183	0.9482	0.9559	0.9516	0.9434	0.9517	0.9388	0.8953	0.9482	0.9449	0.9442	0.9371	0.9297	0.957	0.9541	0.9316	0.1092	0.9525	0.9566	0.9081	0.9189	0.951	0.9389	0.9434	0.9512	0.9231
chr4	186708185	186708186	0.8877	0.8917	0.8911	0.892	0.8993	0.8787	0.8051	0.875	0.8662	0.8629	0.878	0.894775	0.8968	0.9043	0.8785	0.0637	0.899	0.9031	0.8628	0.9115	0.8925	0.8955	0.8986	0.8971	0.8954
chr4	186708233	186708234	0.9401	0.9502	0.9445	0.9406	0.9443	0.9337	0.8978	0.9467	0.92	0.9218	0.9266	0.932575	0.9392	0.9251	0.9196	0.0698	0.9464	0.9546	0.9228	0.9432	0.9454	0.9466	0.9413	0.9443	0.9351
chr4	186708246	186708247	0.8634	0.8575	0.8502	0.8596	0.8566	0.8577	0.9086	0.8762	0.8592	0.8801	0.8563	0.8787	0.898	0.9	0.8324	0.0492	0.877	0.9	0.8926	0.9186	0.8969	0.9141	0.9071	0.8982	0.9184
chr4	186708273	186708274	0.9111	0.9213	0.9192	0.9006	0.93	0.9	0.9051	0.9186	0.8934	0.9072	0.9167	0.903275	0.9003	0.9191	0.8843	0.0516	0.9046	0.926	0.9266	0.9363	0.9236	0.9276	0.9334	0.9279	0.9348
chr4	186723585	186723586	0.0179	0.2269	0.0294	0.0382	0.1572	0.0044	0.0057	0.008	0.0022	0.0043	0.0175	0.014	0.0054	0.0015	0.0207	0.0054	0.0158	0.0823	0.0513	0.059	0.0298	0.0334	0.0392	0.0928	0.0303
chr4	186723964	186723965	0.0902	0.2597	0.113	0.0977	0.1727	0.1013	0.0591	0.0852	0.0779	0.0886	0.075	0.094775	0.0969	0.089	0.1009	0.0962	0.1258	0.1001	0.0925	0.0706	0.0637	0.0696	0.0862	0.1174	0.1089
chr4	186723966	186723967	0.0228	0.201	0.054	0.0257	0.1401	0.0114	0.0049	0.0067	0.0128	0.0124	0.0076	0.0098	0.0139	0.011	0.0446	0.0109	0.0124	0.0303	0.0291	0.0385	0.0132	0.0193	0.0256	0.0637	0.0218
chr4	186723990	186723991	0.0648	0.2	0.099	0.068	0.1558	0.0588	0.0503	0.0634	0.0819	0.0587	0.0607	0.06595	0.0685	0.0537	0.0784	0.0586	0.0696	0.0978	0.0953	0.1027	0.0717	0.0832	0.0858	0.1185	0.0839
chr4	187176529	187176530	0.9615	0.9689	0.9688	0.9612	0.9682	0.9561	0.9348	0.7582	0.938	0.846	0.9485	0.945625	0.9305	0.9497	0.9496	0.959	0.8107	0.8706	0.9348	0.9136	0.4284	0.9241	0.9635	0.8719	0.8506
chr4	189740480	189740481	0.9737	0.974	0.9727	0.964	0.9746	0.9672	0.9745	0.9624	0.7961	0.815	0.9678	0.539225	0.9152	0.9603	0.9598	0.9727	0.9048	0.9491	0.9642	0.9694	0.9062	0.93	0.9747	0.9729	0.8163
chr5	139797	139798	0.9745	0.9729	0.9689	0.9769	0.967	0.9692	0.9865	0.9265	0.9705	0.8915	0.977	0.9601	0.9143	0.9614	0.9397	0.9658	0.9465	0.9592	0.7585	0.9767	0.9769	0.9855	0.9736	0.9655	0.9798
chr5	472430	472431	0.0673	0.0764	0.0605	0.065	0.0648	0.0662	0.0514	0.0508	0.0508	0.0552	0.0541	0.06465	0.048	0.0478	0.0614	0.0485	0.0657	0.0583	0.0681	0.0674	0.304	0.0737	0.0622	0.1069	0.0669
chr5	472449	472450	0.2471	0.2398	0.1758	0.2106	0.1928	0.281	0.2722	0.1128	0.1996	0.0769	0.0841	0.14835	0.1141	0.0915	0.1916	0.0553	0.1469	0.1216	0.1198	0.1345	0.4558	0.1646	0.1528	0.1985	0.1279
chr5	472892	472893	0.0156	0.015	0.0162	0.0144	0.0117	0.013	0.0142	0.0228	0.0218	0.0223	0.0116	0.014225	0.032	0.0174	0.026	0.0131	0.0172	0.0046	0.0067	0.0027	0.2207	0.0067	0.0091	0.053	0.0128
chr5	473332	473333	0.066	0.0735	0.0766	0.0717	0.0697	0.0799	0.0271	0.0284	0.0783	0.0855	0.0746	0.0556	0.0791	0.074	0.1003	0.1007	0.0442	0.0221	0.0249	0.0054	0.1213	0.0096	0.0203	0.0334	0.0216
chr5	473337	473338	0.0118	0.0134	0.0161	0.0136	0.013	0.012	0.0209	0.0396	0.0209	0.0319	0.0103	0.058475	0.0201	0.0127	0.0113	0.0188	0.0369	0.0444	0.0267	0.0306	0.1933	0.0317	0.0418	0.0606	0.0416
chr5	474970	474971	0.051	0.1014	0.112	0.0878	0.1117	0.0512	0.0375	0.0468	0.1009	0.1291	0.0638	0.0604	0.1498	0.0476	0.0944	0.0204	0.0625	0.0755	0.0414	0.0267	0.3489	0.0492	0.0669	0.1127	0.0391
chr5	554771	554772	0.9569	0.9436	0.9406	0.9568	0.9545	0.9575	0.8552	0.9469	0.9571	0.8912	0.9378	0.933175	0.8431	0.9244	0.9087	0.029	0.9505	0.9252	0.9103	0.9079	0.9595	0.9135	0.9604	0.7983	0.9462
chr5	672730	672731	0.5349	0.5507	0.3692	0.451	0.402	0.5331	0.536	0.026	0.131	0.0479	0.0475	0.067825	0.2207	0.046	0.1954	0.0358	0.0629	0.0976	0.0407	0.0775	0.0452	0.0399	0.0476	0.0793	0.0566
chr5	672757	672758	0.5822	0.5525	0.2442	0.3097	0.3254	0.5558	0.6729	0.0243	0.224	0.0184	0.0156	0.10475	0.4313	0.0297	0.1242	0.0179	0.0276	0.0535	0.0374	0.0344	0.0722	0.0171	0.0203	0.0405	0.0327
chr5	688371	688372	0.9819	0.9781	0.9814	0.979	0.9826	0.9801	0.9914	0.988	0.5989	0.8853	0.9914	0.985175	0.9832	0.9895	0.9494	0.9887	0.9925	0.987	0.9884	0.9884	0.991	0.9895	0.9908	0.9896	0.9888
chr5	780434	780435	0.9749	0.957	0.9797	0.9785	0.9769	0.9737	0.9876	0.9852	0.6239	0.8903	0.9889	0.987325	0.9893	0.9914	0.8972	0.9881	0.9892	0.984	0.9874	0.9891	0.9907	0.9899	0.9913	0.9882	0.9873
chr5	780445	780446	0.8515	0.8049	0.8346	0.8506	0.8222	0.8548	0.9165	0.8448	0.5911	0.7863	0.8786	0.87245	0.8663	0.8807	0.7682	0.8915	0.8871	0.8896	0.8839	0.9102	0.9004	0.9044	0.8883	0.8825	0.8837
chr5	887304	887305	0.9714	0.9704	0.7816	0.9659	0.8214	0.9681	0.9896	0.9815	0.9627	0.9652	0.9701	0.97125	0.9584	0.965	0.9398	0.9765	0.9852	0.9877	0.9813	0.9847	0.9834	0.984	0.9813	0.9812	0.9759
chr5	912706	912707	0.9708	0.9485	0.701	0.9632	0.821	0.9716	0.9532	0.9596	0.6289	0.9513	0.9009	0.9684	0.965	0.9593	0.9474	0.9751	0.967	0.7895	0.8509	0.3929	0.9633	0.6214	0.957	0.8749	0.9313
chr5	912745	912746	0.8359	0.7953	0.5788	0.8276	0.6379	0.8172	0.8363	0.8081	0.4586	0.8159	0.6779	0.764625	0.792	0.7721	0.7708	0.8224	0.8004	0.6002	0.6086	0.3835	0.8073	0.4433	0.768	0.6638	0.7522
chr5	1097259	1097260	0.8839	0.8718	0.8704	0.8578	0.4822	0.8548	0.912	0.8469	0.8328	0.8267	0.8737	0.845825	0.8434	0.859	0.8586	0.8825	0.8428	0.8009	0.8969	0.8899	0.8466	0.8771	0.8873	0.8079	0.852
chr5	1099361	1099362	0.9588	0.9502	0.9508	0.9494	0.9444	0.9406	0.9306	0.875	0.9398	0.1087	0.923	0.9231	0.9212	0.9336	0.927	0.9192	0.891	0.9458	0.9312	0.9396	0.7134	0.9399	0.9205	0.9285	0.9322
chr5	1122700	1122701	0.972	0.9679	0.9698	0.973	0.9681	0.9677	0.9784	0.972	0.9632	0.961	0.9677	0.967325	0.964	0.9768	0.9595	0.9747	0.7526	0.9769	0.9803	0.9779	0.9808	0.9772	0.9765	0.9715	0.978
chr5	1122764	1122765	0.969	0.9564	0.9417	0.9622	0.9377	0.9582	0.9811	0.9686	0.9588	0.5521	0.9422	0.845675	0.6747	0.9548	0.9398	0.9614	0.6926	0.9802	0.9789	0.9694	0.983	0.9793	0.9737	0.6628	0.9763
chr5	1179213	1179214	0.9682	0.9702	0.9624	0.9642	0.9596	0.9643	0.9896	0.906	0.9689	0.9681	0.924	0.9552	0.9547	0.9706	0.888	0.9585	0.9693	0.6474	0.9273	0.7939	0.9183	0.8882	0.9374	0.9712	0.9259
chr5	1320619	1320620	0.9766	0.9737	0.9717	0.9756	0.9722	0.9714	0.9734	0.9839	0.9705	0.9759	0.9745	0.96655	0.9637	0.9738	0.9622	0.9756	0.9766	0.9734	0.9729	0.8522	0.9783	0.9779	0.9779	0.745	0.9712
chr5	1342009	1342010	0.9019	0.5172	0.6227	0.8483	0.7337	0.8816	0.9132	0.8783	0.8197	0.9059	0.8765	0.8502	0.8782	0.9058	0.8191	0.8666	0.8822	0.9415	0.8582	0.8891	0.8841	0.8928	0.8911	0.8338	0.8909
chr5	1342057	1342058	0.9296	0.4478	0.8252	0.92	0.9304	0.9231	0.9504	0.9394	0.9411	0.9504	0.9333	0.897975	0.9056	0.9441	0.9011	0.9221	0.9389	0.913	0.8837	0.9032	0.9129	0.9069	0.9062	0.8291	0.9166
chr5	1342085	1342086	0.9139	0.5814	0.8489	0.9189	0.9094	0.9231	0.8881	0.9232	0.9473	0.9331	0.9014	0.900375	0.9297	0.9364	0.8928	0.9231	0.9066	0.9075	0.8756	0.9068	0.8741	0.8988	0.8997	0.8392	0.9062
chr5	1378235	1378236	0.9647	0.9672	0.9624	0.9659	0.9675	0.9653	0.9768	0.9705	0.9717	0.8524	0.9668	0.92595	0.6345	0.952	0.961	0.9713	0.9737	0.9599	0.9611	0.9716	0.9703	0.9706	0.9762	0.9681	0.9543
chr5	1489760	1489761	0.8668	0.5523	0.601	0.6974	0.4334	0.8531	0.9194	0.7836	0.8259	0.8667	0.8247	0.831725	0.8533	0.8742	0.7752	0.8617	0.8882	0.7934	0.8554	0.808	0.8673	0.8434	0.8452	0.7747	0.8534
chr5	1489774	1489775	0.9499	0.6101	0.6909	0.7862	0.4853	0.954	0.9804	0.9553	0.9701	0.9705	0.9686	0.96895	0.9689	0.9705	0.9068	0.9686	0.9799	0.9033	0.9087	0.8627	0.9353	0.9279	0.9216	0.818	0.9439
chr5	1503144	1503145	0.9396	0.5728	0.9444	0.5461	0.9414	0.9105	0.9647	0.9729	0.9633	0.9688	0.936	0.96455	0.9567	0.9553	0.9438	0.9595	0.9778	0.9708	0.9635	0.9703	0.9692	0.9657	0.9641	0.963	0.9594
chr5	1518018	1518019	0.1595	0.8936	0.9294	0.6497	0.9064	0.3561	0.9564	0.9134	0.8687	0.9353	0.4822	0.93695	0.9436	0.9453	0.8114	0.9516	0.9446	0.8984	0.9213	0.9027	0.945	0.9288	0.9307	0.8926	0.9142
chr5	1518064	1518065	0.4073	0.8239	0.843	0.7518	0.8516	0.6738	0.8783	0.7864	0.7983	0.8455	0.5728	0.791625	0.7806	0.8212	0.8062	0.8331	0.8352	0.8293	0.8324	0.8289	0.841	0.8423	0.8359	0.8153	0.8238
chr5	1519150	1519151	0.8594	0.813	0.7333	0.0945	0.3915	0.8491	0.9161	0.7583	0.6425	0.8567	0.376	0.781925	0.7907	0.8887	0.8262	0.8799	0.7523	0.7656	0.8034	0.8112	0.8146	0.8111	0.8389	0.7701	0.8358
chr5	1874899	1874900	0.0871	0.0916	0.1121	0.0804	0.1364	0.0722	0.0538	0.0496	0.0777	0.0794	0.0679	0.097825	0.149	0.0641	0.0667	0.0692	0.0855	0.1309	0.6324	0.257	0.1122	0.4664	0.093	0.1125	0.103
chr5	1874944	1874945	0.0669	0.0616	0.1088	0.0627	0.1255	0.0606	0.0414	0.0528	0.0824	0.0594	0.0775	0.0563	0.0832	0.0605	0.055	0.0553	0.0302	0.0836	0.5111	0.1622	0.0526	0.2836	0.0621	0.0905	0.0747
chr5	1875434	1875435	0.0584	0.1099	0.1524	0.0621	0.1976	0.0504	0.0134	0.0051	0.0105	0.0152	0.0322	0.0147	0.0583	0.016	0.0278	0.4705	0.0072	0.1151	0.5193	0.1274	0.0262	0.2679	0.0202	0.0856	0.0477
chr5	1875497	1875498	0.0533	0.0555	0.0683	0.0583	0.081	0.0562	0.0461	0.0539	0.0568	0.0536	0.0586	0.0731	0.0713	0.0456	0.0556	0.1185	0.0637	0.0822	0.4958	0.1126	0.0678	0.207	0.0609	0.0775	0.0915
chr5	1875772	1875773	0.0174	0.0759	0.0306	0.0171	0.0494	0.0181	0.0133	0.0203	0.0258	0.0223	0.018	0.00565	0.0206	0.0218	0.0256	0.5914	0.0082	0.0349	0.5273	0.0593	0.008	0.2502	0.005	0.0224	0.0291
chr5	1876223	1876224	0.0034	0.0298	0.0122	0.006	0.0142	0.0039	0.0034	0.0043	0.0087	0.0091	0.009	0.01485	0.009	0.0081	0.0041	0.2239	0.0052	0.0517	0.4862	0.0999	0.0095	0.2893	0.0039	0.0207	0.0205
chr5	1877021	1877022	0.0174	0.0479	0.0262	0.015	0.0313	0.0138	0.0061	0.0291	0.0443	0.0132	0.023	0.037675	0.0522	0.0249	0.066	0.1317	0.0826	0.0491	0.4105	0.28	0.0563	0.4251	0.0295	0.0548	0.0539
chr5	1879584	1879585	0.0901	0.3528	0.1656	0.0934	0.2542	0.0878	0.1014	0.0654	0.1671	0.0923	0.0363	0.03545	0.046	0.0463	0.1162	0.8082	0.1079	0.2853	0.675	0.6483	0.294	0.666	0.0832	0.2367	0.1515
chr5	2155695	2155696	0.9685	0.973	0.9704	0.9694	0.9726	0.9652	0.9734	0.9762	0.964	0.8093	0.9358	0.95135	0.8887	0.9559	0.9529	0.9732	0.9778	0.8356	0.9741	0.9252	0.47	0.8901	0.7414	0.9624	0.8758
chr5	2169615	2169616	0.6085	0.544	0.5328	0.5738	0.543	0.5946	0.7601	0.5589	0.695	0.3403	0.474	0.476675	0.186	0.453	0.6083	0.4048	0.6267	0.6582	0.603	0.6022	0.3849	0.6685	0.7297	0.443	0.3611
chr5	2169655	2169656	0.9598	0.9607	0.9553	0.9594	0.952	0.9557	0.9701	0.9575	0.9464	0.8457	0.939	0.915175	0.7047	0.8769	0.9526	0.9533	0.955	0.9655	0.9121	0.9213	0.7014	0.9701	0.9583	0.8965	0.58
chr5	2169701	2169702	0.8986	0.9012	0.8985	0.8877	0.9119	0.8834	0.9157	0.7796	0.8332	0.7448	0.8345	0.706675	0.6808	0.6899	0.8502	0.9158	0.7952	0.8792	0.7783	0.8185	0.5045	0.8828	0.8285	0.7265	0.468
chr5	2278984	2278985	0.9772	0.9762	0.9701	0.9741	0.9773	0.9696	0.9902	0.9868	0.9738	0.8155	0.1573	0.097575	0.0699	0.0489	0.9598	0.7977	0.3274	0.6193	0.8976	0.8509	0.7459	0.5441	0.916	0.4287	0.8884
chr5	2279010	2279011	0.9742	0.979	0.9697	0.9754	0.9807	0.9702	0.9854	0.9703	0.9782	0.7912	0.1876	0.054925	0.0274	0.0287	0.9522	0.7289	0.2308	0.528	0.8467	0.8094	0.6006	0.4224	0.8779	0.3084	0.8117
chr5	2466053	2466054	0.9555	0.9612	0.9617	0.9571	0.9599	0.953	0.925	0.9524	0.9406	0.8662	0.959	0.950425	0.9375	0.9486	0.9183	0.946	0.9598	0.9614	0.9536	0.7144	0.9665	0.9688	0.9693	0.9662	0.9636
chr5	2632064	2632065	0.9669	0.9709	0.9694	0.9683	0.9718	0.9592	0.9765	0.9079	0.9426	0.7441	0.932	0.6631	0.6329	0.7471	0.9204	0.9679	0.7038	0.8841	0.9187	0.6104	0.449	0.9289	0.9577	0.9098	0.3299
chr5	2727644	2727645	0.8994	0.892	0.897	0.8412	0.9059	0.8795	0.9588	0.8057	0.888	0.5089	0.2601	0.2916	0.2546	0.1781	0.7854	0.6566	0.7641	0.5058	0.8325	0.485	0.2518	0.3617	0.63	0.6776	0.2784
chr5	2754780	2754781	0.0116	0.0549	0.0342	0.0137	0.0383	0.0095	0.0092	0.0288	0.0255	0.0097	0.05	0.058575	0.0141	0.0141	0.0925	0.1661	0.0148	0.1437	0.1069	0.0882	0.0324	0.3064	0.0736	0.2134	0.0248
chr5	2755706	2755707	0.07	0.0828	0.0731	0.047	0.0802	0.0457	0.0301	0.1332	0.1497	0.0629	0.0948	0.206325	0.0506	0.0313	0.1767	0.2825	0.0702	0.2213	0.2204	0.1924	0.1388	0.3875	0.0966	0.462	0.0973
chr5	2757688	2757689	0.0729	0.09	0.0701	0.0568	0.08	0.0491	0.0519	0.5502	0.3884	0.038	0.7544	0.286325	0.0721	0.085	0.3723	0.2218	0.1653	0.3809	0.7385	0.5242	0.297	0.6736	0.5415	0.5307	0.1635
chr5	2757862	2757863	0.1193	0.1985	0.1455	0.1207	0.1873	0.1069	0.097	0.5534	0.4764	0.0931	0.7102	0.312975	0.1166	0.0976	0.4457	0.5096	0.2019	0.396	0.7105	0.4341	0.3155	0.5825	0.4546	0.5251	0.1989
chr5	2866351	2866352	0.9397	0.9641	0.9472	0.9382	0.9554	0.9348	0.9751	0.9603	0.6758	0.6609	0.959	0.80885	0.6045	0.896	0.8728	0.9692	0.9351	0.8176	0.9321	0.9664	0.3288	0.927	0.9693	0.9616	0.9264
chr5	2990080	2990081	0.9265	0.9314	0.9233	0.9009	0.9347	0.9029	0.9545	0.9136	0.3809	0.6321	0.9244	0.60645	0.1546	0.2847	0.8538	0.9425	0.8907	0.8853	0.4161	0.6493	0.8663	0.2941	0.9362	0.8347	0.8123
chr5	3092956	3092957	0.1705	0.3603	0.2963	0.1944	0.3567	0.168	0.1321	0.4936	0.8453	0.5583	0.7955	0.887475	0.804	0.8897	0.4696	0.8818	0.1179	0.6162	0.6289	0.7516	0.7665	0.7893	0.8	0.6595	0.7393
chr5	3591878	3591879	0.0355	0.0814	0.0578	0.0347	0.0682	0.0312	0.0288	0.1059	0.08	0.0253	0.5644	0.0794	0.0365	0.0246	0.0759	0.2896	0.0405	0.0552	0.4949	0.1188	0.1366	0.1	0.0347	0.0646	0.0581
chr5	3602299	3602300	0.0186	0.1869	0.0374	0.0283	0.0741	0.008	0.0075	0.3247	0.1453	0.0077	0.5069	0.09285	0.0217	0.0175	0.2232	0.4341	0.0499	0.2976	0.2948	0.1825	0.0709	0.1364	0.0469	0.066	0.0632
chr5	3603113	3603114	0.0183	0.2131	0.0672	0.0324	0.1595	0.0223	0.0068	0.1267	0.1126	0.0321	0.4389	0.105175	0.0183	0.025	0.0513	0.5929	0.0179	0.3261	0.1771	0.1543	0.0302	0.1256	0.0205	0.0479	0.0333
chr5	3606447	3606448	0.0233	0.1972	0.0852	0.0421	0.1232	0.02	0.0104	0.1049	0.1402	0.0346	0.5561	0.088175	0.0167	0.0081	0.092	0.5191	0.0204	0.2049	0.1776	0.1965	0.0553	0.1834	0.0342	0.0833	0.0464
chr5	4023638	4023639	0.9728	0.9773	0.9766	0.977	0.9814	0.9689	0.9774	0.6255	0.9763	0.8671	0.9768	0.9685	0.9454	0.9686	0.9268	0.9719	0.9094	0.9762	0.8127	0.9618	0.9862	0.9788	0.9649	0.9571	0.9642
chr5	4101019	4101020	0.8724	0.8852	0.851	0.8698	0.8882	0.8353	0.8801	0.7552	0.7857	0.5336	0.7045	0.463475	0.4831	0.4943	0.87	0.9124	0.2808	0.6389	0.8186	0.7094	0.8642	0.861	0.7616	0.4147	0.6415
chr5	5886955	5886956	0.0138	0.0185	0.0185	0.0151	0.0233	0.0124	0.0122	0.0797	0.5567	0.0183	0.0155	0.0922	0.0413	0.0775	0.292	0.072	0.1289	0.0664	0.1547	0.0133	0.0823	0.0401	0.0802	0.047	0.4461
chr5	6411397	6411398	0.9826	0.9858	0.9831	0.9786	0.9833	0.9786	0.99	0.9848	0.7243	0.9137	0.9853	0.984875	0.951	0.9874	0.9774	0.9844	0.9928	0.9639	0.9885	0.9843	0.9844	0.9897	0.9905	0.9905	0.9871
chr5	6823128	6823129	0.7454	0.7702	0.8929	0.8243	0.8859	0.8486	0.9139	0.544	0.8036	0.4559	0.7089	0.821075	0.7805	0.8163	0.6558	0.9525	0.6653	0.7981	0.3263	0.8249	0.3749	0.8534	0.4771	0.8981	0.6982
chr5	7850090	7850091	0.0066	0.033	0.0167	0.0134	0.029	0.0039	0.0098	0.0058	0.011	0.1843	0.0145	0.15645	0.7945	0.0638	0.0503	0.0075	0.0052	0.0119	0.0245	0.0027	0.0059	0.0936	0.0025	0.0159	0.0097
chr5	11384955	11384956	0.0064	0.046	0.0145	0.0084	0.0446	0.0047	0.0053	0.0094	0.0121	0.0134	0.0087	0.087275	0.662	0.0173	0.0182	0.005	0.0127	0.0222	0.0103	0.0263	0.0102	0.0067	0.0107	0.0302	0.0108
chr5	11385623	11385624	0.0344	0.0418	0.0448	0.0369	0.0494	0.0417	0.0271	0.0405	0.0379	0.0225	0.0218	0.133875	0.6834	0.0739	0.043	0.0163	0.0455	0.0208	0.0743	0.029	0.0307	0.0165	0.0289	0.0254	0.0341
chr5	14326044	14326045	0.8639	0.8752	0.7273	0.8331	0.7473	0.12	0.9304	0.8393	0.812	0.8871	0.8688	0.582	0.8505	0.8684	0.7952	0.8624	0.8628	0.8644	0.8148	0.8163	0.8165	0.8562	0.8855	0.8407	0.8723
chr5	14374288	14374289	0.9036	0.8138	0.8889	0.8916	0.8914	0.898	0.9021	0.8633	0.6572	0.9066	0.8461	0.656775	0.3101	0.3273	0.8679	0.9157	0.9169	0.924	0.6835	0.6618	0.6712	0.2889	0.8015	0.8895	0.768
chr5	14405638	14405639	0.9689	0.9628	0.9324	0.9597	0.9356	0.9628	0.9631	0.8988	0.7623	0.9662	0.8841	0.3403	0.9071	0.9404	0.9092	0.5762	0.964	0.9539	0.9546	0.8913	0.8616	0.9426	0.9666	0.8523	0.8783
